name,value,year,date,lastValue,rank
city,1,1,07/11/2018,NA,7
chris,0,1,07/11/2018,NA,10
shame,3,1,07/11/2018,NA,3
forest,3,1,07/11/2018,NA,3
spurs,3,1,07/11/2018,NA,3
united,5,1,07/11/2018,NA,1
liverpool,0,1,07/11/2018,NA,10
chelsea,0,1,07/11/2018,NA,10
jake,0,1,07/11/2018,NA,10
arsenal,1,1,07/11/2018,NA,7
pulis,2,1,07/11/2018,NA,6
dave,0,1,07/11/2018,NA,10
boro,0,1,07/11/2018,NA,10
derby,4,1,07/11/2018,NA,2
england,1,1,07/11/2018,NA,7
leeds,0,1,07/11/2018,NA,10
leicester,0,1,07/11/2018,NA,10
bald,0,1,07/11/2018,NA,10
ricardo,0,1,07/11/2018,NA,10
brave,0,1,07/11/2018,NA,10
city,2,2,08/11/2018,1,6
chris,0,2,08/11/2018,0,12
shame,4,2,08/11/2018,3,2
forest,3,2,08/11/2018,3,4
spurs,3,2,08/11/2018,3,4
united,5,2,08/11/2018,5,1
liverpool,0,2,08/11/2018,0,12
chelsea,1,2,08/11/2018,0,8
jake,0,2,08/11/2018,0,12
arsenal,1,2,08/11/2018,1,8
pulis,2,2,08/11/2018,2,6
dave,0,2,08/11/2018,0,12
boro,0,2,08/11/2018,0,12
derby,4,2,08/11/2018,4,2
england,1,2,08/11/2018,1,8
leeds,0,2,08/11/2018,0,12
leicester,0,2,08/11/2018,0,12
bald,1,2,08/11/2018,0,8
ricardo,0,2,08/11/2018,0,12
brave,0,2,08/11/2018,0,12
city,2,3,09/11/2018,2,6
chris,0,3,09/11/2018,0,12
shame,4,3,09/11/2018,4,2
forest,3,3,09/11/2018,3,4
spurs,3,3,09/11/2018,3,4
united,5,3,09/11/2018,5,1
liverpool,0,3,09/11/2018,0,12
chelsea,1,3,09/11/2018,1,8
jake,0,3,09/11/2018,0,12
arsenal,1,3,09/11/2018,1,8
pulis,2,3,09/11/2018,2,6
dave,0,3,09/11/2018,0,12
boro,0,3,09/11/2018,0,12
derby,4,3,09/11/2018,4,2
england,1,3,09/11/2018,1,8
leeds,0,3,09/11/2018,0,12
leicester,0,3,09/11/2018,0,12
bald,1,3,09/11/2018,1,8
ricardo,0,3,09/11/2018,0,12
brave,0,3,09/11/2018,0,12
city,2,4,10/11/2018,2,6
chris,0,4,10/11/2018,0,13
shame,4,4,10/11/2018,4,2
forest,3,4,10/11/2018,3,4
spurs,3,4,10/11/2018,3,4
united,5,4,10/11/2018,5,1
liverpool,0,4,10/11/2018,0,13
chelsea,1,4,10/11/2018,1,8
jake,0,4,10/11/2018,0,13
arsenal,1,4,10/11/2018,1,8
pulis,2,4,10/11/2018,2,6
dave,0,4,10/11/2018,0,13
boro,0,4,10/11/2018,0,13
derby,4,4,10/11/2018,4,2
england,1,4,10/11/2018,1,8
leeds,0,4,10/11/2018,0,13
leicester,0,4,10/11/2018,0,13
bald,1,4,10/11/2018,1,8
ricardo,1,4,10/11/2018,0,8
brave,0,4,10/11/2018,0,13
city,3,5,11/11/2018,2,4
chris,0,5,11/11/2018,0,13
shame,4,5,11/11/2018,4,2
forest,3,5,11/11/2018,3,4
spurs,3,5,11/11/2018,3,4
united,6,5,11/11/2018,5,1
liverpool,0,5,11/11/2018,0,13
chelsea,1,5,11/11/2018,1,8
jake,0,5,11/11/2018,0,13
arsenal,1,5,11/11/2018,1,8
pulis,2,5,11/11/2018,2,7
dave,0,5,11/11/2018,0,13
boro,0,5,11/11/2018,0,13
derby,4,5,11/11/2018,4,2
england,1,5,11/11/2018,1,8
leeds,0,5,11/11/2018,0,13
leicester,0,5,11/11/2018,0,13
bald,1,5,11/11/2018,1,8
ricardo,1,5,11/11/2018,1,8
brave,0,5,11/11/2018,0,13
city,4,6,12/11/2018,3,4
chris,5,6,12/11/2018,0,3
shame,4,6,12/11/2018,4,4
forest,3,6,12/11/2018,3,6
spurs,3,6,12/11/2018,3,6
united,7,6,12/11/2018,6,1
liverpool,0,6,12/11/2018,0,16
chelsea,1,6,12/11/2018,1,12
jake,2,6,12/11/2018,0,9
arsenal,1,6,12/11/2018,1,12
pulis,2,6,12/11/2018,2,9
dave,2,6,12/11/2018,0,9
boro,0,6,12/11/2018,0,16
derby,6,6,12/11/2018,4,2
england,1,6,12/11/2018,1,12
leeds,0,6,12/11/2018,0,16
leicester,0,6,12/11/2018,0,16
bald,1,6,12/11/2018,1,12
ricardo,3,6,12/11/2018,1,6
brave,0,6,12/11/2018,0,16
city,4,7,13/11/2018,4,4
chris,5,7,13/11/2018,5,3
shame,4,7,13/11/2018,4,4
forest,4,7,13/11/2018,3,4
spurs,3,7,13/11/2018,3,7
united,7,7,13/11/2018,7,1
liverpool,0,7,13/11/2018,0,16
chelsea,1,7,13/11/2018,1,13
jake,2,7,13/11/2018,2,9
arsenal,1,7,13/11/2018,1,13
pulis,2,7,13/11/2018,2,9
dave,2,7,13/11/2018,2,9
boro,0,7,13/11/2018,0,16
derby,6,7,13/11/2018,6,2
england,2,7,13/11/2018,1,9
leeds,0,7,13/11/2018,0,16
leicester,0,7,13/11/2018,0,16
bald,1,7,13/11/2018,1,13
ricardo,3,7,13/11/2018,3,7
brave,0,7,13/11/2018,0,16
city,5,8,14/11/2018,4,6
chris,6,8,14/11/2018,5,4
shame,6,8,14/11/2018,4,4
forest,7,8,14/11/2018,4,1
spurs,3,8,14/11/2018,3,8
united,7,8,14/11/2018,7,1
liverpool,0,8,14/11/2018,0,19
chelsea,1,8,14/11/2018,1,16
jake,2,8,14/11/2018,2,10
arsenal,2,8,14/11/2018,1,10
pulis,2,8,14/11/2018,2,10
dave,2,8,14/11/2018,2,10
boro,2,8,14/11/2018,0,10
derby,7,8,14/11/2018,6,1
england,2,8,14/11/2018,2,10
leeds,1,8,14/11/2018,0,16
leicester,3,8,14/11/2018,0,8
bald,1,8,14/11/2018,1,16
ricardo,4,8,14/11/2018,3,7
brave,0,8,14/11/2018,0,19
city,5,9,15/11/2018,5,6
chris,7,9,15/11/2018,6,1
shame,6,9,15/11/2018,6,5
forest,7,9,15/11/2018,7,1
spurs,3,9,15/11/2018,3,8
united,7,9,15/11/2018,7,1
liverpool,0,9,15/11/2018,0,19
chelsea,1,9,15/11/2018,1,16
jake,2,9,15/11/2018,2,12
arsenal,2,9,15/11/2018,2,12
pulis,3,9,15/11/2018,2,8
dave,2,9,15/11/2018,2,12
boro,3,9,15/11/2018,2,8
derby,7,9,15/11/2018,7,1
england,2,9,15/11/2018,2,12
leeds,1,9,15/11/2018,1,16
leicester,3,9,15/11/2018,3,8
bald,1,9,15/11/2018,1,16
ricardo,4,9,15/11/2018,4,7
brave,0,9,15/11/2018,0,19
city,5,10,16/11/2018,5,6
chris,7,10,16/11/2018,7,1
shame,6,10,16/11/2018,6,5
forest,7,10,16/11/2018,7,1
spurs,3,10,16/11/2018,3,8
united,7,10,16/11/2018,7,1
liverpool,0,10,16/11/2018,0,19
chelsea,1,10,16/11/2018,1,16
jake,2,10,16/11/2018,2,12
arsenal,2,10,16/11/2018,2,12
pulis,3,10,16/11/2018,3,8
dave,2,10,16/11/2018,2,12
boro,3,10,16/11/2018,3,8
derby,7,10,16/11/2018,7,1
england,2,10,16/11/2018,2,12
leeds,1,10,16/11/2018,1,16
leicester,3,10,16/11/2018,3,8
bald,1,10,16/11/2018,1,16
ricardo,4,10,16/11/2018,4,7
brave,0,10,16/11/2018,0,19
city,5,11,17/11/2018,5,6
chris,7,11,17/11/2018,7,1
shame,6,11,17/11/2018,6,5
forest,7,11,17/11/2018,7,1
spurs,3,11,17/11/2018,3,9
united,7,11,17/11/2018,7,1
liverpool,0,11,17/11/2018,0,19
chelsea,1,11,17/11/2018,1,16
jake,3,11,17/11/2018,2,9
arsenal,2,11,17/11/2018,2,14
pulis,3,11,17/11/2018,3,9
dave,2,11,17/11/2018,2,14
boro,3,11,17/11/2018,3,9
derby,7,11,17/11/2018,7,1
england,5,11,17/11/2018,2,6
leeds,1,11,17/11/2018,1,16
leicester,3,11,17/11/2018,3,9
bald,1,11,17/11/2018,1,16
ricardo,4,11,17/11/2018,4,8
brave,0,11,17/11/2018,0,19
city,5,12,18/11/2018,5,7
chris,7,12,18/11/2018,7,2
shame,6,12,18/11/2018,6,6
forest,7,12,18/11/2018,7,2
spurs,3,12,18/11/2018,3,9
united,7,12,18/11/2018,7,2
liverpool,0,12,18/11/2018,0,20
chelsea,1,12,18/11/2018,1,17
jake,3,12,18/11/2018,3,9
arsenal,2,12,18/11/2018,2,14
pulis,3,12,18/11/2018,3,9
dave,2,12,18/11/2018,2,14
boro,3,12,18/11/2018,3,9
derby,7,12,18/11/2018,7,2
england,9,12,18/11/2018,5,1
leeds,1,12,18/11/2018,1,17
leicester,3,12,18/11/2018,3,9
bald,1,12,18/11/2018,1,17
ricardo,4,12,18/11/2018,4,8
brave,2,12,18/11/2018,0,14
city,5,13,19/11/2018,5,7
chris,8,13,19/11/2018,7,2
shame,7,13,19/11/2018,6,4
forest,8,13,19/11/2018,7,2
spurs,4,13,19/11/2018,3,8
united,7,13,19/11/2018,7,4
liverpool,0,13,19/11/2018,0,20
chelsea,1,13,19/11/2018,1,17
jake,3,13,19/11/2018,3,10
arsenal,2,13,19/11/2018,2,14
pulis,3,13,19/11/2018,3,10
dave,2,13,19/11/2018,2,14
boro,3,13,19/11/2018,3,10
derby,7,13,19/11/2018,7,4
england,18,13,19/11/2018,9,1
leeds,1,13,19/11/2018,1,17
leicester,3,13,19/11/2018,3,10
bald,1,13,19/11/2018,1,17
ricardo,4,13,19/11/2018,4,8
brave,2,13,19/11/2018,2,14
city,5,14,20/11/2018,5,7
chris,8,14,20/11/2018,8,4
shame,8,14,20/11/2018,7,4
forest,9,14,20/11/2018,8,3
spurs,4,14,20/11/2018,4,9
united,8,14,20/11/2018,7,4
liverpool,0,14,20/11/2018,0,20
chelsea,1,14,20/11/2018,1,18
jake,3,14,20/11/2018,3,13
arsenal,2,14,20/11/2018,2,15
pulis,4,14,20/11/2018,3,9
dave,2,14,20/11/2018,2,15
boro,4,14,20/11/2018,3,9
derby,10,14,20/11/2018,7,2
england,18,14,20/11/2018,18,1
leeds,5,14,20/11/2018,1,7
leicester,3,14,20/11/2018,3,13
bald,1,14,20/11/2018,1,18
ricardo,4,14,20/11/2018,4,9
brave,2,14,20/11/2018,2,15
city,5,15,21/11/2018,5,8
chris,8,15,21/11/2018,8,4
shame,8,15,21/11/2018,8,4
forest,10,15,21/11/2018,9,2
spurs,4,15,21/11/2018,4,12
united,8,15,21/11/2018,8,4
liverpool,0,15,21/11/2018,0,20
chelsea,1,15,21/11/2018,1,18
jake,3,15,21/11/2018,3,14
arsenal,5,15,21/11/2018,2,8
pulis,5,15,21/11/2018,4,8
dave,2,15,21/11/2018,2,16
boro,5,15,21/11/2018,4,8
derby,10,15,21/11/2018,10,2
england,18,15,21/11/2018,18,1
leeds,6,15,21/11/2018,5,7
leicester,3,15,21/11/2018,3,14
bald,1,15,21/11/2018,1,18
ricardo,4,15,21/11/2018,4,12
brave,2,15,21/11/2018,2,16
city,5,16,22/11/2018,5,8
chris,8,16,22/11/2018,8,4
shame,8,16,22/11/2018,8,4
forest,10,16,22/11/2018,10,2
spurs,4,16,22/11/2018,4,12
united,8,16,22/11/2018,8,4
liverpool,0,16,22/11/2018,0,20
chelsea,1,16,22/11/2018,1,18
jake,3,16,22/11/2018,3,14
arsenal,5,16,22/11/2018,5,8
pulis,5,16,22/11/2018,5,8
dave,2,16,22/11/2018,2,16
boro,5,16,22/11/2018,5,8
derby,10,16,22/11/2018,10,2
england,18,16,22/11/2018,18,1
leeds,6,16,22/11/2018,6,7
leicester,3,16,22/11/2018,3,14
bald,1,16,22/11/2018,1,18
ricardo,4,16,22/11/2018,4,12
brave,2,16,22/11/2018,2,16
city,5,17,23/11/2018,5,11
chris,12,17,23/11/2018,8,4
shame,13,17,23/11/2018,8,3
forest,15,17,23/11/2018,10,2
spurs,5,17,23/11/2018,4,11
united,8,17,23/11/2018,8,7
liverpool,0,17,23/11/2018,0,20
chelsea,1,17,23/11/2018,1,18
jake,3,17,23/11/2018,3,16
arsenal,5,17,23/11/2018,5,11
pulis,8,17,23/11/2018,5,7
dave,4,17,23/11/2018,2,14
boro,9,17,23/11/2018,5,6
derby,10,17,23/11/2018,10,5
england,31,17,23/11/2018,18,1
leeds,6,17,23/11/2018,6,9
leicester,6,17,23/11/2018,3,9
bald,1,17,23/11/2018,1,18
ricardo,4,17,23/11/2018,4,14
brave,2,17,23/11/2018,2,17
city,6,18,24/11/2018,5,9
chris,12,18,24/11/2018,12,4
shame,16,18,24/11/2018,13,2
forest,15,18,24/11/2018,15,3
spurs,5,18,24/11/2018,5,12
united,11,18,24/11/2018,8,5
liverpool,0,18,24/11/2018,0,20
chelsea,1,18,24/11/2018,1,18
jake,3,18,24/11/2018,3,16
arsenal,5,18,24/11/2018,5,12
pulis,8,18,24/11/2018,8,8
dave,4,18,24/11/2018,4,14
boro,9,18,24/11/2018,9,7
derby,10,18,24/11/2018,10,6
england,32,18,24/11/2018,31,1
leeds,6,18,24/11/2018,6,9
leicester,6,18,24/11/2018,6,9
bald,1,18,24/11/2018,1,18
ricardo,4,18,24/11/2018,4,14
brave,3,18,24/11/2018,2,16
city,6,19,25/11/2018,6,9
chris,12,19,25/11/2018,12,4
shame,18,19,25/11/2018,16,2
forest,15,19,25/11/2018,15,3
spurs,5,19,25/11/2018,5,13
united,11,19,25/11/2018,11,5
liverpool,0,19,25/11/2018,0,20
chelsea,1,19,25/11/2018,1,18
jake,3,19,25/11/2018,3,16
arsenal,6,19,25/11/2018,5,9
pulis,8,19,25/11/2018,8,8
dave,4,19,25/11/2018,4,14
boro,9,19,25/11/2018,9,7
derby,10,19,25/11/2018,10,6
england,32,19,25/11/2018,32,1
leeds,6,19,25/11/2018,6,9
leicester,6,19,25/11/2018,6,9
bald,1,19,25/11/2018,1,18
ricardo,4,19,25/11/2018,4,14
brave,3,19,25/11/2018,3,16
city,7,20,26/11/2018,6,10
chris,12,20,26/11/2018,12,5
shame,21,20,26/11/2018,18,2
forest,21,20,26/11/2018,15,2
spurs,5,20,26/11/2018,5,14
united,11,20,26/11/2018,11,7
liverpool,0,20,26/11/2018,0,20
chelsea,1,20,26/11/2018,1,19
jake,9,20,26/11/2018,3,9
arsenal,6,20,26/11/2018,6,11
pulis,11,20,26/11/2018,8,7
dave,4,20,26/11/2018,4,16
boro,14,20,26/11/2018,9,4
derby,12,20,26/11/2018,10,5
england,33,20,26/11/2018,32,1
leeds,6,20,26/11/2018,6,11
leicester,6,20,26/11/2018,6,11
bald,2,20,26/11/2018,1,18
ricardo,5,20,26/11/2018,4,14
brave,3,20,26/11/2018,3,17
city,7,21,27/11/2018,7,10
chris,14,21,27/11/2018,12,6
shame,23,21,27/11/2018,21,2
forest,21,21,27/11/2018,21,3
spurs,6,21,27/11/2018,5,13
united,12,21,27/11/2018,11,7
liverpool,0,21,27/11/2018,0,20
chelsea,1,21,27/11/2018,1,19
jake,10,21,27/11/2018,9,9
arsenal,7,21,27/11/2018,6,10
pulis,16,21,27/11/2018,11,4
dave,5,21,27/11/2018,4,15
boro,16,21,27/11/2018,14,4
derby,12,21,27/11/2018,12,7
england,33,21,27/11/2018,33,1
leeds,7,21,27/11/2018,6,10
leicester,6,21,27/11/2018,6,13
bald,2,21,27/11/2018,2,18
ricardo,5,21,27/11/2018,5,15
brave,3,21,27/11/2018,3,17
city,9,22,28/11/2018,7,10
chris,14,22,28/11/2018,14,7
shame,23,22,28/11/2018,23,3
forest,26,22,28/11/2018,21,2
spurs,7,22,28/11/2018,6,12
united,17,22,28/11/2018,12,5
liverpool,4,22,28/11/2018,0,17
chelsea,3,22,28/11/2018,1,19
jake,10,22,28/11/2018,10,9
arsenal,8,22,28/11/2018,7,11
pulis,20,22,28/11/2018,16,4
dave,5,22,28/11/2018,5,16
boro,16,22,28/11/2018,16,6
derby,13,22,28/11/2018,12,8
england,34,22,28/11/2018,33,1
leeds,7,22,28/11/2018,7,12
leicester,6,22,28/11/2018,6,14
bald,2,22,28/11/2018,2,20
ricardo,6,22,28/11/2018,5,14
brave,4,22,28/11/2018,3,17
city,9,23,29/11/2018,9,10
chris,14,23,29/11/2018,14,8
shame,25,23,29/11/2018,23,3
forest,29,23,29/11/2018,26,2
spurs,7,23,29/11/2018,7,12
united,19,23,29/11/2018,17,5
liverpool,4,23,29/11/2018,4,17
chelsea,3,23,29/11/2018,3,19
jake,12,23,29/11/2018,10,9
arsenal,9,23,29/11/2018,8,10
pulis,20,23,29/11/2018,20,4
dave,5,23,29/11/2018,5,16
boro,16,23,29/11/2018,16,6
derby,15,23,29/11/2018,13,7
england,34,23,29/11/2018,34,1
leeds,7,23,29/11/2018,7,12
leicester,6,23,29/11/2018,6,14
bald,2,23,29/11/2018,2,20
ricardo,6,23,29/11/2018,6,14
brave,4,23,29/11/2018,4,17
city,15,24,30/11/2018,9,8
chris,14,24,30/11/2018,14,9
shame,26,24,30/11/2018,25,3
forest,32,24,30/11/2018,29,2
spurs,7,24,30/11/2018,7,13
united,19,24,30/11/2018,19,5
liverpool,6,24,30/11/2018,4,16
chelsea,9,24,30/11/2018,3,11
jake,12,24,30/11/2018,12,10
arsenal,9,24,30/11/2018,9,11
pulis,20,24,30/11/2018,20,4
dave,6,24,30/11/2018,5,16
boro,16,24,30/11/2018,16,6
derby,16,24,30/11/2018,15,6
england,44,24,30/11/2018,34,1
leeds,7,24,30/11/2018,7,13
leicester,6,24,30/11/2018,6,16
bald,4,24,30/11/2018,2,19
ricardo,7,24,30/11/2018,6,13
brave,4,24,30/11/2018,4,19
city,15,25,01/12/2018,15,8
chris,15,25,01/12/2018,14,8
shame,27,25,01/12/2018,26,3
forest,32,25,01/12/2018,32,2
spurs,7,25,01/12/2018,7,14
united,19,25,01/12/2018,19,5
liverpool,6,25,01/12/2018,6,18
chelsea,9,25,01/12/2018,9,11
jake,13,25,01/12/2018,12,10
arsenal,9,25,01/12/2018,9,11
pulis,21,25,01/12/2018,20,4
dave,7,25,01/12/2018,6,14
boro,17,25,01/12/2018,16,6
derby,17,25,01/12/2018,16,6
england,45,25,01/12/2018,44,1
leeds,7,25,01/12/2018,7,14
leicester,6,25,01/12/2018,6,18
bald,8,25,01/12/2018,4,13
ricardo,7,25,01/12/2018,7,14
brave,4,25,01/12/2018,4,20
city,15,26,02/12/2018,15,9
chris,17,26,02/12/2018,15,7
shame,28,26,02/12/2018,27,3
forest,32,26,02/12/2018,32,2
spurs,7,26,02/12/2018,7,17
united,19,26,02/12/2018,19,6
liverpool,8,26,02/12/2018,6,13
chelsea,9,26,02/12/2018,9,12
jake,13,26,02/12/2018,13,10
arsenal,11,26,02/12/2018,9,11
pulis,21,26,02/12/2018,21,4
dave,8,26,02/12/2018,7,13
boro,17,26,02/12/2018,17,7
derby,20,26,02/12/2018,17,5
england,46,26,02/12/2018,45,1
leeds,7,26,02/12/2018,7,17
leicester,6,26,02/12/2018,6,19
bald,8,26,02/12/2018,8,13
ricardo,8,26,02/12/2018,7,13
brave,4,26,02/12/2018,4,20
city,15,27,03/12/2018,15,9
chris,17,27,03/12/2018,17,7
shame,31,27,03/12/2018,28,3
forest,34,27,03/12/2018,32,2
spurs,10,27,03/12/2018,7,12
united,19,27,03/12/2018,19,6
liverpool,8,27,03/12/2018,8,14
chelsea,9,27,03/12/2018,9,13
jake,13,27,03/12/2018,13,10
arsenal,11,27,03/12/2018,11,11
pulis,23,27,03/12/2018,21,4
dave,8,27,03/12/2018,8,14
boro,17,27,03/12/2018,17,7
derby,20,27,03/12/2018,20,5
england,46,27,03/12/2018,46,1
leeds,8,27,03/12/2018,7,14
leicester,6,27,03/12/2018,6,19
bald,8,27,03/12/2018,8,14
ricardo,8,27,03/12/2018,8,14
brave,4,27,03/12/2018,4,20
city,18,28,04/12/2018,15,9
chris,23,28,04/12/2018,17,5
shame,38,28,04/12/2018,31,2
forest,34,28,04/12/2018,34,3
spurs,15,28,04/12/2018,10,13
united,23,28,04/12/2018,19,5
liverpool,16,28,04/12/2018,8,11
chelsea,11,28,04/12/2018,9,16
jake,15,28,04/12/2018,13,13
arsenal,20,28,04/12/2018,11,8
pulis,25,28,04/12/2018,23,4
dave,14,28,04/12/2018,8,15
boro,17,28,04/12/2018,17,10
derby,22,28,04/12/2018,20,7
england,47,28,04/12/2018,46,1
leeds,10,28,04/12/2018,8,17
leicester,9,28,04/12/2018,6,19
bald,10,28,04/12/2018,8,17
ricardo,16,28,04/12/2018,8,11
brave,4,28,04/12/2018,4,20
city,20,29,05/12/2018,18,9
chris,33,29,05/12/2018,23,4
shame,39,29,05/12/2018,38,2
forest,34,29,05/12/2018,34,3
spurs,16,29,05/12/2018,15,15
united,23,29,05/12/2018,23,6
liverpool,18,29,05/12/2018,16,11
chelsea,11,29,05/12/2018,11,16
jake,18,29,05/12/2018,15,11
arsenal,20,29,05/12/2018,20,9
pulis,25,29,05/12/2018,25,5
dave,21,29,05/12/2018,14,8
boro,17,29,05/12/2018,17,14
derby,22,29,05/12/2018,22,7
england,47,29,05/12/2018,47,1
leeds,10,29,05/12/2018,10,19
leicester,11,29,05/12/2018,9,16
bald,11,29,05/12/2018,10,16
ricardo,18,29,05/12/2018,16,11
brave,6,29,05/12/2018,4,20
city,20,30,06/12/2018,20,9
chris,33,30,06/12/2018,33,4
shame,39,30,06/12/2018,39,2
forest,34,30,06/12/2018,34,3
spurs,16,30,06/12/2018,16,15
united,24,30,06/12/2018,23,6
liverpool,18,30,06/12/2018,18,13
chelsea,11,30,06/12/2018,11,17
jake,19,30,06/12/2018,18,11
arsenal,20,30,06/12/2018,20,9
pulis,25,30,06/12/2018,25,5
dave,22,30,06/12/2018,21,7
boro,17,30,06/12/2018,17,14
derby,22,30,06/12/2018,22,7
england,47,30,06/12/2018,47,1
leeds,10,30,06/12/2018,10,19
leicester,11,30,06/12/2018,11,17
bald,16,30,06/12/2018,11,15
ricardo,19,30,06/12/2018,18,11
brave,6,30,06/12/2018,6,20
city,20,31,07/12/2018,20,9
chris,33,31,07/12/2018,33,4
shame,41,31,07/12/2018,39,2
forest,34,31,07/12/2018,34,3
spurs,16,31,07/12/2018,16,15
united,25,31,07/12/2018,24,5
liverpool,20,31,07/12/2018,18,9
chelsea,12,31,07/12/2018,11,17
jake,19,31,07/12/2018,19,12
arsenal,20,31,07/12/2018,20,9
pulis,25,31,07/12/2018,25,5
dave,22,31,07/12/2018,22,8
boro,17,31,07/12/2018,17,14
derby,23,31,07/12/2018,22,7
england,47,31,07/12/2018,47,1
leeds,11,31,07/12/2018,10,18
leicester,11,31,07/12/2018,11,18
bald,16,31,07/12/2018,16,15
ricardo,19,31,07/12/2018,19,12
brave,6,31,07/12/2018,6,20
city,20,32,08/12/2018,20,10
chris,36,32,08/12/2018,33,3
shame,41,32,08/12/2018,41,2
forest,35,32,08/12/2018,34,4
spurs,17,32,08/12/2018,16,16
united,25,32,08/12/2018,25,7
liverpool,21,32,08/12/2018,20,9
chelsea,14,32,08/12/2018,12,17
jake,19,32,08/12/2018,19,12
arsenal,20,32,08/12/2018,20,10
pulis,27,32,08/12/2018,25,5
dave,22,32,08/12/2018,22,8
boro,18,32,08/12/2018,17,14
derby,26,32,08/12/2018,23,6
england,47,32,08/12/2018,47,1
leeds,12,32,08/12/2018,11,18
leicester,12,32,08/12/2018,11,18
bald,18,32,08/12/2018,16,14
ricardo,19,32,08/12/2018,19,12
brave,7,32,08/12/2018,6,20
city,21,33,09/12/2018,20,10
chris,36,33,09/12/2018,36,3
shame,41,33,09/12/2018,41,2
forest,36,33,09/12/2018,35,3
spurs,17,33,09/12/2018,17,16
united,27,33,09/12/2018,25,5
liverpool,24,33,09/12/2018,21,8
chelsea,15,33,09/12/2018,14,17
jake,19,33,09/12/2018,19,12
arsenal,20,33,09/12/2018,20,11
pulis,27,33,09/12/2018,27,5
dave,22,33,09/12/2018,22,9
boro,19,33,09/12/2018,18,12
derby,26,33,09/12/2018,26,7
england,47,33,09/12/2018,47,1
leeds,12,33,09/12/2018,12,18
leicester,12,33,09/12/2018,12,18
bald,18,33,09/12/2018,18,15
ricardo,19,33,09/12/2018,19,12
brave,7,33,09/12/2018,7,20
city,22,34,10/12/2018,21,10
chris,38,34,10/12/2018,36,4
shame,41,34,10/12/2018,41,2
forest,39,34,10/12/2018,36,3
spurs,17,34,10/12/2018,17,16
united,28,34,10/12/2018,27,5
liverpool,24,34,10/12/2018,24,8
chelsea,15,34,10/12/2018,15,17
jake,20,34,10/12/2018,19,13
arsenal,20,34,10/12/2018,20,13
pulis,27,34,10/12/2018,27,6
dave,23,34,10/12/2018,22,9
boro,21,34,10/12/2018,19,11
derby,26,34,10/12/2018,26,7
england,47,34,10/12/2018,47,1
leeds,12,34,10/12/2018,12,18
leicester,12,34,10/12/2018,12,18
bald,18,34,10/12/2018,18,15
ricardo,21,34,10/12/2018,19,11
brave,7,34,10/12/2018,7,20
city,22,35,11/12/2018,22,12
chris,43,35,11/12/2018,38,2
shame,42,35,11/12/2018,41,3
forest,39,35,11/12/2018,39,4
spurs,29,35,11/12/2018,17,6
united,28,35,11/12/2018,28,7
liverpool,30,35,11/12/2018,24,5
chelsea,15,35,11/12/2018,15,17
jake,21,35,11/12/2018,20,13
arsenal,20,35,11/12/2018,20,15
pulis,27,35,11/12/2018,27,8
dave,25,35,11/12/2018,23,10
boro,21,35,11/12/2018,21,13
derby,26,35,11/12/2018,26,9
england,50,35,11/12/2018,47,1
leeds,12,35,11/12/2018,12,18
leicester,12,35,11/12/2018,12,18
bald,19,35,11/12/2018,18,16
ricardo,24,35,11/12/2018,21,11
brave,8,35,11/12/2018,7,20
city,22,36,12/12/2018,22,12
chris,43,36,12/12/2018,43,2
shame,42,36,12/12/2018,42,3
forest,40,36,12/12/2018,39,4
spurs,31,36,12/12/2018,29,5
united,28,36,12/12/2018,28,7
liverpool,30,36,12/12/2018,30,6
chelsea,16,36,12/12/2018,15,17
jake,21,36,12/12/2018,21,13
arsenal,21,36,12/12/2018,20,13
pulis,27,36,12/12/2018,27,8
dave,25,36,12/12/2018,25,10
boro,21,36,12/12/2018,21,13
derby,27,36,12/12/2018,26,8
england,51,36,12/12/2018,50,1
leeds,12,36,12/12/2018,12,18
leicester,12,36,12/12/2018,12,18
bald,20,36,12/12/2018,19,16
ricardo,24,36,12/12/2018,24,11
brave,8,36,12/12/2018,8,20
city,22,37,13/12/2018,22,12
chris,44,37,13/12/2018,43,2
shame,42,37,13/12/2018,42,3
forest,40,37,13/12/2018,40,4
spurs,31,37,13/12/2018,31,5
united,28,37,13/12/2018,28,7
liverpool,30,37,13/12/2018,30,6
chelsea,16,37,13/12/2018,16,17
jake,21,37,13/12/2018,21,14
arsenal,21,37,13/12/2018,21,14
pulis,27,37,13/12/2018,27,8
dave,25,37,13/12/2018,25,10
boro,22,37,13/12/2018,21,12
derby,27,37,13/12/2018,27,8
england,52,37,13/12/2018,51,1
leeds,12,37,13/12/2018,12,18
leicester,12,37,13/12/2018,12,18
bald,20,37,13/12/2018,20,16
ricardo,24,37,13/12/2018,24,11
brave,8,37,13/12/2018,8,20
city,22,38,14/12/2018,22,14
chris,51,38,14/12/2018,44,2
shame,44,38,14/12/2018,42,3
forest,40,38,14/12/2018,40,4
spurs,31,38,14/12/2018,31,5
united,28,38,14/12/2018,28,7
liverpool,30,38,14/12/2018,30,6
chelsea,19,38,14/12/2018,16,17
jake,26,38,14/12/2018,21,12
arsenal,21,38,14/12/2018,21,15
pulis,28,38,14/12/2018,27,7
dave,27,38,14/12/2018,25,11
boro,25,38,14/12/2018,22,13
derby,28,38,14/12/2018,27,7
england,52,38,14/12/2018,52,1
leeds,13,38,14/12/2018,12,18
